,Duration,Start station number,End station number,Bike number,Member type
47546,1110,31111,31611,313,0
47547,135,31202,31214,758,1
47548,787,31006,31013,484,0
47549,360,31106,31103,36,1
47550,439,31101,31104,569,1
47551,1278,31205,31201,466,0
47552,427,31223,31228,292,0
47553,407,31223,31228,45,0
47554,893,31208,31219,898,0
47555,369,31223,31228,710,0
47556,809,31101,31602,721,1
47557,390,31007,31010,616,1
47558,334,31223,31228,555,0
47559,649,31203,31205,334,1
47560,1115,31104,31211,226,1
47561,1762,31613,31213,684,1
47562,1001,31205,31201,772,0
47563,843,31100,31100,867,1
47564,1409,31201,31215,676,0
47565,1684,31216,31611,766,0
47566,696,31205,31228,87,1
47567,1503,31613,31228,333,1
47568,1505,31613,31228,896,0
47569,444,31215,31205,94,1
47570,536,31225,31200,13,1
47571,905,31505,31228,953,1
47572,314,31613,31618,617,1
47573,1388,31613,31228,30,1
47574,1092,31101,31401,232,1
47575,260,31602,31401,222,1
47576,830,31104,31110,826,1
47577,1382,31619,31613,528,0
47578,335,31200,31201,936,1
47579,1829,31618,31217,697,0
47580,1464,31216,31611,620,0
47581,1826,31618,31217,789,0
47582,1801,31618,31217,323,0
47583,395,31105,31110,912,1
47584,1043,31106,31237,202,1
47585,434,31000,31001,53,1
47586,1020,31106,31237,687,1
47587,1080,31201,31505,509,1
47588,459,31106,31229,841,1
47589,490,31602,31400,721,1
47590,306,31103,31102,378,1
47591,1358,31219,31104,805,1
47592,2537,31215,31217,642,0
47593,2532,31215,31217,328,0
47594,686,31600,31503,787,1
47595,866,31503,31620,298,1
47596,1153,31105,31205,283,1
47597,2496,31215,31217,822,0
47598,2424,31215,31217,340,0
47599,157,31600,31620,654,1
47600,385,31201,31229,91,1
47601,978,31616,31605,944,1
47602,710,31503,31620,366,0
47603,2794,31215,31228,227,0
47604,291,31606,31613,58,1
47605,1157,31225,31101,613,0
47606,394,31215,31205,846,1
47607,377,31203,31200,537,1
47608,1456,31223,31611,441,1
47609,535,31104,31101,569,1
47610,483,31104,31101,672,1
47611,223,31237,31224,718,1
47612,432,31216,31202,849,1
47613,13331,31206,31204,673,0
47614,13331,31206,31204,714,0
47615,548,31110,31101,107,1
47616,1348,31206,31607,215,1
47617,105,31202,31203,522,1
47618,6009,31215,31200,146,0
47619,878,31613,31217,459,1
47620,543,31616,31605,551,0
47621,2311,31205,31228,846,1
47622,13217,31206,31204,310,0
47623,242,31602,31107,182,1
47624,437,31208,31613,517,1
47625,485,31221,31205,952,1
47626,1614,31300,31236,32,1
47627,1648,31300,31236,827,1
47628,386,31112,31103,140,1
47629,402,31112,31103,161,1
47630,1051,31228,31503,710,0
47631,575,31010,31007,679,1
47632,3202,31235,31235,675,0
47633,957,31228,31503,555,0
47634,1022,31101,31620,672,1
47635,1600,31235,31235,893,0
47636,1592,31235,31235,250,0
47637,974,31101,31620,951,1
47638,1621,31303,31300,370,1
47639,8583,31213,31100,413,0
47640,171,31237,31212,840,1
47641,2091,31206,31225,703,0
47642,551,31606,31619,526,1
47643,1292,31215,31221,290,1
47644,530,31110,31105,912,1
47645,866,31500,31604,135,1
47646,432,31202,31105,849,1
47647,153,31108,31609,97,1
47648,934,31301,31226,453,0
47649,1046,31600,31217,61,1
47650,1541,31605,31219,790,0
47651,903,31301,31226,432,1
47652,1437,31008,31219,134,1
47653,1028,31600,31217,910,0
47654,1177,31229,31200,91,0
47655,2039,31207,31228,747,1
47656,1172,31236,31226,618,0
47657,2119,31215,31219,694,0
47658,2118,31215,31219,950,0
47659,1137,31236,31226,796,0
47660,2718,31225,31203,533,0
47661,465,31214,31205,465,1
47662,1094,31236,31226,582,0
47663,9998,31226,31226,916,1
47664,1258,31212,31225,608,0
47665,2627,31225,31203,149,0
47666,415,31216,31600,249,1
47667,727,31623,31503,231,1
47668,1354,31217,31007,459,1
47669,894,31229,31200,713,0
47670,470,31205,31225,400,1
47671,3301,31236,31605,437,0
47672,1304,31236,31236,367,0
47673,3213,31236,31605,781,0
47674,806,31207,31104,524,1
47675,423,31200,31229,190,1
47676,155,31214,31201,525,1
47677,7722,31200,31228,656,0
47678,601,31236,31226,647,0
47679,645,31217,31605,838,1
47680,560,31004,31006,876,1
47681,3928,31222,31214,939,0
47682,268,31200,31205,13,1
47683,1028,31236,31236,223,0
47684,1124,31214,31215,759,0
47685,1119,31214,31215,831,0
47686,643,31227,31200,461,0
47687,377,31103,31101,140,1
47688,376,31103,31101,161,1
47689,666,31622,31623,764,0
47690,602,31227,31200,136,0
47691,256,31217,31217,567,0
47692,256,31217,31217,789,0
47693,453,31214,31212,15,1
47694,2676,31225,31218,400,0
47695,6367,31203,31203,191,0
47696,6364,31203,31203,522,0
47697,969,31101,31219,613,0
47698,614,31622,31623,762,0
47699,509,31109,31600,862,1
47700,2631,31225,31218,309,0
47701,559,31101,31213,548,1
47702,3683,31222,31214,173,0
47703,2538,31225,31218,803,0
47704,773,31237,31201,687,1
47705,759,31237,31201,739,0
47706,3441,31235,31222,118,0
47707,1704,31219,31216,858,0
47708,1709,31219,31216,557,0
47709,1223,31616,31221,776,1
47710,11385,31225,31225,121,0
47711,598,31013,31006,915,0
47712,913,31201,31228,466,0
47713,841,31201,31228,525,0
47714,206,31607,31619,215,1
47715,1002,31213,31616,684,0
47716,200,31613,31606,58,1
47717,11319,31225,31225,228,0
47718,1270,31300,31201,370,1
47719,3089,31235,31222,250,0
47720,1265,31611,31613,313,1
47721,921,31201,31105,936,1
47722,479,31001,31001,903,0
47723,3062,31235,31222,50,0
47724,772,31011,31006,661,1
47725,783,31228,31229,45,1
47726,732,31107,31107,394,1
47727,6182,31200,31225,240,0
47728,1952,31505,31219,509,0
47729,2320,31620,31217,951,0
47730,2288,31620,31217,473,0
47731,689,31619,31604,526,1
47732,1348,31214,31219,947,0
47733,1335,31214,31219,412,0
47734,329,31200,31201,461,1
47735,708,31400,31109,721,1
47736,516,31200,31201,225,1
47737,1296,31613,31218,904,1
47738,1281,31613,31218,667,1
47739,1090,31201,31102,739,0
47740,1080,31201,31102,687,1
47741,1694,31505,31219,247,0
47742,385,31219,31218,814,1
47743,5874,31200,31225,887,0
47744,2752,31503,31111,828,0
47745,2699,31503,31111,231,0
47746,2406,31611,31218,945,0
47747,2390,31611,31218,620,0
47748,2055,31205,31610,82,1
47749,173,31613,31606,528,1
47750,494,31623,31619,488,1
47751,668,31110,31225,847,1
47752,397,31103,31201,36,1
47753,1662,31611,31224,766,0
47754,1666,31218,31008,814,1
47755,790,31201,31202,461,1
47756,315,31610,31607,807,1
47757,654,31237,31203,791,1
47758,876,31237,31229,734,1
47759,913,31100,31503,871,1
47760,914,31604,31214,194,1
47761,1150,31101,31111,569,1
47762,1782,31229,31104,190,1
47763,193,31011,31003,49,1
47764,860,31105,31214,936,1
47765,981,31613,31228,101,0
47766,6550,31217,31217,850,0
47767,169,31200,31214,713,1
47768,318,31619,31607,193,0
47769,971,31105,31203,912,0
47770,489,31104,31221,176,1
47771,6311,31217,31217,822,0
47772,1945,31228,31219,780,1
47773,1200,31217,31111,535,1
47774,1874,31228,31219,909,0
47775,569,31200,31104,26,0
47776,1829,31228,31219,929,1
47777,181,31224,31221,599,1
47778,911,31226,31236,582,0
47779,654,31205,31219,105,1
47780,523,31200,31104,136,0
47781,872,31226,31236,453,0
47782,319,31503,31503,416,1
47783,169,31104,31106,698,1
47784,810,31226,31236,647,0
47785,356,31102,31400,739,0
47786,351,31102,31400,687,1
47787,8479,31205,31215,241,0
47788,257,31106,31104,315,1
47789,622,31237,31219,882,0
47790,521,31214,31224,44,1
47791,424,31622,31606,879,1
47792,874,31100,31229,170,1
47793,1137,31202,31400,108,1
47794,1787,31622,31217,902,0
47795,370,31301,31303,70,1
47796,2036,31218,31213,904,1
47797,2001,31218,31213,667,1
47798,1747,31622,31217,719,0
47799,3686,31605,31213,551,0
47800,275,31214,31200,713,1
47801,4055,31605,31221,321,0
47802,1107,31225,31104,608,1
47803,748,31503,31624,416,1
47804,723,31503,31624,268,1
47805,405,31606,31619,528,1
47806,1618,31219,31600,538,1
47807,1597,31622,31217,774,0
47808,454,31200,31201,88,0
47809,3113,31227,31203,729,0
47810,340,31105,31104,213,1
47811,1381,31006,31004,558,1
47812,760,31607,31610,807,1
47813,376,31200,31201,537,0
47814,3368,31605,31213,51,0
47815,1177,31106,31225,157,0
47816,1159,31106,31225,606,1
47817,1020,31201,31400,36,1
47818,3371,31220,31620,731,0
47819,621,31107,31200,394,1
47820,446,31605,31616,838,1
47821,428,31605,31616,781,0
47822,664,31227,31214,126,1
47823,667,31611,31605,27,1
47824,295,31618,31610,883,1
47825,4033,31235,31235,893,0
47826,264,31605,31610,437,1
47827,392,31106,31103,698,1
47828,1630,31203,31611,912,1
47829,440,31105,31203,849,1
47830,1618,31203,31611,791,1
47831,1201,31224,31609,44,1
47832,8768,31227,31100,205,0
47833,504,31606,31208,574,1
47834,451,31303,31302,70,1
47835,1143,31302,31303,671,1
47836,339,31618,31613,611,1
47837,301,31618,31613,886,1
47838,572,31400,31103,687,1
47839,571,31400,31103,172,1
47840,3702,31225,31214,373,0
47841,3696,31225,31214,363,0
47842,755,31225,31226,703,1
47843,735,31225,31226,722,1
47844,817,31619,31607,303,1
47845,828,31619,31607,588,1
47846,9602,31227,31100,17,0
47847,1796,31202,31619,461,1
47848,640,31228,31623,30,0
47849,5644,31236,31236,453,0
47850,445,31600,31227,862,1
47851,1468,31610,31223,445,1
47852,1320,31219,31219,43,0
47853,342,31214,31200,936,1
47854,497,31111,31221,569,1
47855,1961,31209,31209,927,0
47856,1031,31200,31111,91,0
47857,1014,31200,31111,713,0
47858,1885,31209,31209,417,1
47859,1881,31237,31622,202,0
47860,430,31220,31204,712,1
47861,388,31201,31101,537,1
47862,1014,31228,31214,466,0
47863,935,31214,31620,126,1
47864,1014,31228,31214,953,0
47865,627,31109,31229,721,1
47866,846,31219,31613,269,1
47867,326,31201,31101,370,1
47868,462,31206,31219,681,1
47869,2702,31228,31217,101,0
47870,405,31201,31221,225,1
47871,2669,31228,31217,896,0
47872,166,31109,31111,349,1
47873,882,31102,31227,378,1
47874,2629,31228,31217,853,0
47875,2665,31228,31217,525,0
47876,946,31101,31107,107,1
47877,1136,31219,31111,134,0
47878,1124,31219,31111,60,1
47879,674,31205,31203,396,1
47880,349,31104,31214,26,1
47881,437,31200,31104,394,1
47882,1087,31219,31111,947,1
47883,3051,31619,31208,823,0
47884,756,31215,31214,106,1
47885,995,31203,31212,533,1
47886,1000,31201,31225,88,1
47887,3285,31303,31106,287,1
47888,240,31613,31605,886,1
47889,6052,31236,31236,32,0
47890,783,31106,31214,255,1
47891,1279,31236,31302,827,1
47892,926,31213,31503,907,1
47893,2708,31619,31208,528,0
47894,1243,31236,31302,367,1
47895,5962,31236,31236,384,0
47896,113,31609,31218,337,1
47897,678,31613,31619,313,0
47898,705,31613,31619,611,0
47899,719,31213,31213,520,1
47900,170,31104,31106,805,1
47901,1225,31302,31221,70,1
47902,850,31100,31600,867,1
47903,702,31104,31109,608,1
47904,944,31200,31107,936,1
47905,1432,31608,31623,201,1
47906,885,31618,31618,617,1
47907,1436,31608,31623,342,1
47908,219,31604,31228,880,1
47909,236,31212,31205,847,1
47910,1000,31103,31225,172,1
47911,10370,31227,31600,862,0
47912,216,31204,31205,147,1
47913,1695,31112,31200,216,0
47914,4850,31217,31217,902,0
47915,2122,31400,31237,393,1
47916,10285,31227,31600,378,0
47917,1190,31223,31215,946,1
47918,485,31611,31605,892,1
47919,4796,31217,31217,719,1
47920,273,31107,31401,182,1
47921,579,31107,31104,261,1
47922,300,31200,31237,772,1
47923,991,31227,31200,336,0
47924,658,31607,31619,570,0
47925,778,31607,31623,795,1
47926,442,31225,31205,606,1
47927,769,31607,31623,267,1
47928,754,31103,31202,698,1
47929,1332,31219,31606,694,1
47930,515,31224,31110,718,1
47931,1397,31112,31200,839,0
47932,779,31213,31200,584,1
47933,1395,31605,31222,886,0
47934,1352,31605,31222,27,1
47935,335,31229,31201,45,1
47936,1199,31218,31203,803,1
47937,1228,31600,31221,538,1
47938,602,31503,31228,555,0
47939,595,31503,31228,871,0
47940,711,31213,31200,563,1
47941,363,31214,31110,466,1
47942,1516,31107,31620,107,1
47943,1047,31104,31228,765,0
47944,223,31401,31602,182,1
47945,868,31226,31225,703,1
47946,1058,31109,31228,608,1
47947,496,31219,31620,790,0
47948,271,31229,31200,721,1
47949,501,31103,31201,687,1
47950,842,31226,31225,432,1
47951,575,31201,31200,953,0
47952,875,31112,31104,282,1
47953,261,31011,31010,773,1
47954,256,31203,31227,849,1
47955,3794,31225,31600,157,0
47956,752,31104,31400,394,1
47957,909,31003,31010,591,0
47958,398,31205,31200,844,1
47959,875,31003,31010,54,0
47960,616,31606,31622,879,1
47961,250,31203,31222,149,1
47962,1424,31618,31700,617,0
47963,3667,31225,31600,88,0
47964,816,31602,31106,182,1
47965,849,31228,31214,227,1
47966,410,31214,31213,939,0
47967,244,31610,31619,883,1
47968,747,31003,31010,677,0
47969,691,31213,31101,924,1
47970,803,31212,31225,130,1
47971,555,31104,31201,315,1
47972,498,31302,31300,436,1
47973,506,31302,31300,379,1
47974,275,31214,31110,173,1
47975,2550,31225,31103,172,0
47976,1132,31620,31111,899,1
47977,767,31219,31208,247,0
47978,873,31620,31203,521,1
47979,1335,31100,31610,112,1
47980,290,31108,31218,62,1
47981,790,31221,31227,348,1
47982,1845,31214,31100,255,1
47983,1834,31214,31100,194,1
47984,900,31236,31226,223,0
47985,273,31608,31606,155,1
47986,736,31111,31400,60,1
47987,358,31219,31222,909,0
47988,352,31219,31222,613,1
47989,385,31215,31237,759,1
47990,686,31600,31616,249,1
47991,2170,31200,31229,721,1
47992,1590,31623,31400,272,1
47993,594,31503,31600,787,1
47994,726,31228,31203,555,1
47995,712,31228,31203,900,1
47996,568,31401,31203,222,1
47997,1509,31213,31227,551,0
47998,768,31201,31214,56,0
47999,720,31201,31214,846,0
48000,1004,31624,31613,416,1
48001,847,31217,31228,789,0
48002,960,31624,31613,809,1
48003,431,31106,31110,590,1
48004,1007,31109,31107,837,1
48005,776,31217,31228,86,0
48006,1300,31203,31611,396,0
48007,784,31217,31228,690,0
48008,1677,31201,31109,687,0
48009,1304,31202,31225,863,1
48010,183,31700,31804,481,1
48011,2325,31219,31505,351,0
48012,749,31221,31600,776,1
48013,2856,31217,31217,480,0
48014,2856,31217,31217,323,0
48015,1066,31220,31208,664,1
48016,1051,31214,31228,227,1
48017,3116,31104,31610,213,1
48018,3120,31104,31610,136,1
48019,1265,31222,31225,50,1
48020,3804,31217,31205,101,0
48021,3766,31217,31205,525,0
48022,423,31205,31225,94,1
48023,3750,31217,31205,567,0
48024,425,31205,31225,13,1
48025,1116,31222,31225,27,0
48026,3701,31217,31205,951,0
48027,497,31105,31110,564,1
48028,1038,31106,31205,527,1
48029,249,31106,31104,805,1
48030,784,31613,31619,597,1
48031,783,31613,31619,368,1
48032,463,31109,31201,740,1
48033,309,31105,31401,248,1
48034,284,31201,31229,45,1
48035,139,31619,31622,611,1
48036,421,31221,31201,538,1
48037,405,31607,31605,303,1
48038,965,31201,31109,449,0
48039,378,31607,31605,716,1
48040,969,31214,31228,363,1
48041,210,31202,31229,579,1
48042,406,31104,31602,190,1
48043,358,31010,31011,54,1
48044,692,31201,31104,317,1
48045,468,31229,31212,841,1
48046,1626,31219,31505,196,0
48047,383,31101,31201,359,1
48048,394,31606,31208,852,1
48049,1222,31107,31104,936,1
48050,230,31104,31110,805,1
48051,565,31303,31301,671,1
48052,683,31106,31602,463,1
48053,1297,31219,31235,509,0
48054,1625,31225,31200,703,0
48055,788,31228,31203,871,0
48056,769,31228,31203,274,0
48057,331,31104,31105,261,1
48058,1175,31214,31205,373,1
48059,1013,31207,31228,741,1
48060,713,31228,31203,608,0
48061,1778,31613,31613,416,0
48062,1492,31225,31200,432,0
48063,807,31105,31214,622,1
48064,330,31202,31200,572,1
48065,424,31602,31107,190,1
48066,1572,31215,31203,401,0
48067,473,31205,31205,660,0
48068,312,31400,31602,36,1
48069,1792,31236,31227,297,1
48070,1776,31236,31227,270,0
48071,785,31105,31213,254,1
48072,1016,31300,31203,436,0
48073,517,31401,31103,232,1
48074,621,31105,31205,261,1
48075,828,31236,31200,582,1
48076,876,31401,31203,248,1
48077,772,31205,31604,147,0
48078,761,31205,31604,606,0
48079,305,31229,31200,734,1
48080,852,31205,31217,334,0
48081,798,31205,31217,660,0
48082,1608,31221,31302,70,1
48083,1142,31620,31110,790,1
48084,1335,31105,31224,717,0
48085,772,31503,31620,212,1
48086,1189,31222,31226,909,0
48087,1207,31222,31226,613,1
48088,393,31200,31237,563,1
48089,628,31235,31212,675,0
48090,1378,31611,31203,791,1
48091,1354,31611,31203,467,1
48092,366,31607,31610,588,1
48093,2044,31607,31211,414,1
48094,314,31101,31214,537,1
48095,2055,31607,31211,517,1
48096,331,31400,31401,153,0
48097,625,31215,31200,42,1
48098,162,31202,31214,698,1
48099,207,31214,31201,622,1
48100,238,31602,31400,36,1
48101,477,31214,31212,846,1
48102,375,31400,31602,739,1
48103,688,31620,31503,298,1
48104,746,31105,31201,788,1
48105,344,31400,31602,60,1
48106,656,31620,31503,619,0
48107,559,31608,31208,10,1
48108,4811,31204,31204,211,0
48109,1203,31109,31109,408,0
48110,1335,31108,31613,560,0
48111,428,31108,31108,625,0
48112,523,31302,31303,367,1
48113,382,31223,31620,347,1
48114,1244,31108,31613,868,0
48115,302,31222,31213,353,1
48116,481,31225,31236,240,0
48117,653,31219,31204,105,1
48118,762,31219,31609,898,0
48119,509,31804,31700,547,1
48120,342,31203,31111,222,1
48121,4483,31204,31204,832,0
48122,347,31610,31607,588,1
48123,4382,31204,31204,712,0
48124,913,31228,31229,741,1
48125,2442,31225,31203,887,0
48126,2408,31225,31203,50,0
48127,957,31101,31223,161,1
48128,752,31200,31503,336,1
48129,1483,31225,31112,94,1
48130,1529,31225,31112,13,1
48131,1241,31211,31104,226,1
48132,836,31200,31237,572,1
48133,926,31106,31106,701,1
48134,1392,31225,31214,863,1
48135,3196,31228,31212,227,0
48136,786,31010,31010,773,1
48137,2223,31106,31228,182,0
48138,1272,31213,31503,51,0
48139,1954,31235,31620,238,0
48140,527,31228,31201,765,1
48141,6126,31219,31219,780,0
48142,1197,31217,31205,850,0
48143,179,31203,31221,521,1
48144,1158,31217,31205,719,0
48145,676,31602,31111,463,1
48146,653,31602,31111,60,1
48147,344,31214,31101,698,1
48148,3874,31225,31600,27,0
48149,1780,31217,31217,902,0
48150,232,31225,31225,130,0
48151,344,31214,31101,56,1
48152,321,31229,31213,45,1
48153,459,31605,31607,892,1
48154,450,31605,31607,716,1
48155,3301,31109,31219,687,0
48156,934,31200,31103,42,1
48157,1013,31219,31600,950,0
48158,971,31602,31237,739,1
48159,980,31219,31600,778,0
48160,823,31213,31228,939,1
48161,621,31008,31010,643,1
48162,1342,31235,31111,641,1
48163,930,31217,31605,660,0
48164,3114,31109,31219,449,0
48165,3411,31205,31204,373,0
48166,5664,31219,31219,43,0
48167,642,31618,31623,372,1
48168,614,31618,31623,753,1
48169,631,31107,31200,837,1
48170,3551,31225,31600,130,0
48171,1448,31217,31217,323,0
48172,335,31221,31214,290,1
48173,3293,31205,31204,261,0
48174,1258,31235,31620,568,0
48175,4121,31235,31204,419,0
48176,588,31103,31401,172,1
48177,1448,31226,31102,909,0
48178,1442,31226,31102,613,1
48179,2228,31218,31619,280,0
48180,2199,31218,31619,62,0
48181,606,31110,31106,466,1
48182,903,31605,31611,303,1
48183,2074,31218,31619,224,0
48184,395,31303,31300,367,1
48185,2128,31218,31212,400,0
48186,934,31100,31201,255,1
48187,244,31106,31104,701,1
48188,3468,31222,31222,886,0
48189,2078,31218,31212,337,0
48190,3447,31222,31222,250,0
48191,436,31216,31203,79,1
48192,909,31616,31613,684,0
48193,624,31216,31201,669,1
48194,728,31104,31107,936,1
48195,1520,31611,31401,214,0
48196,6592,31214,31214,290,0
48197,240,31619,31607,570,1
48198,2028,31218,31212,945,0
48199,865,31616,31613,838,0
48200,1598,31105,31236,260,1
48201,1535,31218,31213,786,1
48202,1279,31228,31400,747,1
48203,1969,31215,31616,123,0
48204,1952,31215,31616,874,1
48205,418,31214,31111,863,1
48206,581,31619,31623,597,1
48207,303,31208,31208,247,1
48208,222,31503,31109,336,1
48209,146,31214,31229,537,1
48210,373,31619,31619,215,1
48211,195,31400,31602,36,1
48212,952,31600,31623,157,0
48213,335,31619,31619,313,1
48214,3082,31235,31204,57,0
48215,767,31203,31228,467,1
48216,769,31203,31228,791,1
48217,1977,31212,31613,846,1
48218,189,31401,31602,153,1
48219,197,31607,31619,570,1
48220,298,31201,31214,411,1
48221,492,31208,31608,528,1
48222,321,31401,31107,172,1
48223,258,31110,31110,718,1
48224,858,31237,31200,572,1
48225,852,31237,31200,759,1
48226,496,31212,31229,533,1
48227,678,31600,31623,88,0
48228,1082,31213,31623,254,1
48229,1086,31226,31237,223,0
48230,1328,31106,31202,287,1
48231,1667,31624,31202,320,1
48232,544,31624,31503,268,1
48233,542,31624,31503,848,1
48234,1307,31106,31202,466,1
48235,843,31624,31622,918,1
48236,3010,31217,31208,902,0
48237,1903,31228,31212,86,0
48238,1858,31228,31212,789,0
48239,2936,31217,31208,480,0
48240,537,31226,31110,618,1
48241,400,31216,31205,911,1
48242,250,31602,31103,36,1
48243,467,31237,31204,739,1
48244,506,31214,31104,411,1
48245,81,31602,31602,153,1
48246,565,31107,31111,190,1
48247,390,31104,31101,326,1
48248,688,31101,31400,698,1
48249,775,31103,31503,232,1
48250,1105,31228,31202,690,1
48251,371,31200,31202,844,1
48252,780,31103,31503,42,1
48253,936,31226,31229,796,1
48254,856,31303,31112,904,1
48255,1896,31103,31103,36,1
48256,944,31200,31107,582,0
48257,603,31104,31111,701,1
48258,345,31104,31105,226,1
48259,1335,31236,31600,384,0
48260,523,31200,31202,759,1
48261,578,31400,31103,747,1
48262,233,31605,31618,660,1
48263,175,31600,31228,487,1
48264,314,31107,31104,172,1
48265,500,31111,31503,828,1
48266,653,31607,31616,615,1
48267,349,31102,31400,613,1
48268,298,31102,31400,909,1
48269,1534,31613,31623,868,0
48270,286,31602,31103,153,1
48271,466,31229,31101,533,1
48272,513,31237,31200,563,1
48273,207,31107,31103,936,1
48274,3077,31202,31214,649,1
48275,1245,31613,31623,560,0
48276,736,31503,31616,619,1
48277,505,31605,31620,944,1
48278,637,31203,31102,50,1
48279,1206,31101,31103,326,1
48280,531,31201,31101,315,0
48281,1640,31600,31500,292,1
48282,815,31613,31219,809,1
48283,499,31201,31101,26,0
48284,467,31201,31101,765,1
48285,553,31200,31237,837,1
48286,1659,31219,31200,929,0
48287,1657,31219,31200,253,0
48288,483,31107,31101,582,1
48289,540,31111,31213,60,1
48290,533,31111,31213,863,1
48291,129,31104,31112,317,1
48292,266,31212,31205,841,1
48293,837,31211,31212,598,0
48294,682,31605,31611,31,1
48295,376,31202,31111,320,1
48296,359,31202,31111,844,1
48297,1490,31302,31200,70,1
48298,1778,31302,31212,827,1
48299,244,31011,31007,451,1
48300,747,31105,31212,226,1
48301,1511,31212,31605,945,1
48302,391,31237,31205,311,1
48303,383,31237,31205,837,1
48304,75,31103,31103,936,1
48305,289,31213,31100,667,1
48306,422,31212,31229,789,0
48307,323,31229,31201,741,1
48308,199,31010,31009,498,1
48309,659,31205,31229,719,1
48310,280,31213,31214,520,1
48311,281,31213,31214,60,1
48312,718,31111,31102,91,1
48313,725,31111,31102,844,1
48314,403,31618,31623,660,1
48315,412,31102,31602,50,1
48316,561,31400,31402,613,1
48317,785,31237,31110,223,1
48318,1381,31613,31228,846,0
48319,423,31110,31103,564,1
48320,1203,31201,31106,741,1
48321,693,31616,31620,874,1
48322,1174,31201,31106,794,1
48323,710,31613,31108,416,1
48324,950,31229,31600,796,1
48325,923,31229,31600,719,1
48326,364,31602,31107,50,1
48327,462,31207,31101,67,1
48328,459,31207,31101,932,1
48329,953,31237,31214,393,1
48330,802,31401,31104,214,1
48331,504,31613,31611,838,1
48332,404,31619,31605,488,1
48333,388,31619,31605,215,1
48334,803,31205,31225,101,1
48335,1631,31205,31618,850,0
48336,136,31103,31105,153,1
48337,288,31207,31111,294,1
48338,1606,31205,31618,841,0
48339,1572,31205,31618,847,0
48340,593,31110,31211,173,1
48341,1545,31205,31618,465,0
48342,880,31619,31622,62,1
48343,439,31617,31623,217,1
48344,326,31201,31101,622,1
48345,202,31106,31104,557,1
48346,263,31221,31203,599,1
48347,498,31107,31214,50,1
48348,172,31104,31103,172,1
48349,183,31007,31011,459,1
48350,697,31619,31613,280,0
48351,665,31619,31613,224,0
48352,635,31619,31613,461,0
48353,993,31228,31214,467,1
48354,602,31619,31613,368,0
48355,500,31103,31203,172,1
48356,641,31622,31622,879,1
48357,481,31103,31203,326,0
48358,478,31103,31203,936,1
48359,740,31600,31500,787,1
48360,415,31203,31213,900,0
48361,633,31111,31216,713,1
48362,398,31203,31213,803,0
48363,1453,31111,31111,294,0
48364,1437,31111,31111,222,0
48365,2294,31237,31237,772,0
48366,1196,31104,31225,282,0
48367,579,31101,31106,67,1
48368,566,31101,31106,765,1
48369,1262,31622,31219,202,0
48370,1239,31622,31219,918,1
48371,219,31400,31102,698,1
48372,449,31103,31201,747,1
48373,175,31224,31224,955,1
48374,787,31105,31237,153,1
48375,364,31623,31618,660,1
48376,181,31104,31106,557,1
48377,174,31104,31106,771,1
48378,1036,31212,31237,337,1
48379,500,31011,31010,54,1
48380,576,31200,31215,953,1
48381,494,31109,31101,415,1
48382,420,31104,31107,214,1
48383,83,31225,31225,101,1
48384,652,31109,31110,192,1
48385,1640,31205,31104,402,1
48386,199,31223,31600,603,1
48387,19063,31501,31603,266,1
48388,192,31101,31202,415,1
48389,464,31613,31623,224,1
48390,453,31224,31223,955,1
48391,275,31107,31104,214,1
48392,474,31606,31610,58,1
48393,485,31606,31610,155,1
48394,152,31229,31214,789,1
48395,160,31104,31106,214,1
48396,342,31229,31201,579,1
48397,4677,31301,31301,638,0
48398,420,31303,31302,118,1
48399,1350,31225,31108,121,1
48400,509,31622,31619,879,1
48401,656,31600,31201,603,1
48402,4372,31301,31301,671,0
48403,340,31105,31111,134,1
48404,1166,31105,31236,703,0
48405,2305,31228,31215,182,0
48406,204,31103,31107,564,1
48407,423,31203,31101,326,0
48408,401,31203,31101,172,0
48409,485,31203,31200,248,1
48410,1976,31228,31215,880,0
48411,1188,31010,31011,643,1
48412,283,31213,31203,353,1
48413,279,31213,31203,45,1
48414,246,31600,31223,719,1
48415,247,31600,31223,862,1
48416,832,31600,31214,27,1
48417,465,31302,31303,118,1
48418,482,31623,31622,117,1
48419,846,31205,31216,911,1
48420,695,31010,31008,677,1
48421,855,31224,31214,24,1
48422,594,31104,31400,359,1
48423,979,31200,31237,563,1
48424,3383,31219,31219,780,0
48425,3339,31219,31219,809,0
48426,681,31102,31223,698,1
48427,558,31105,31110,734,1
48428,370,31106,31104,548,0
48429,412,31229,31203,170,1
48430,242,31106,31104,858,0
48431,529,31110,31111,590,1
48432,183,31229,31101,721,1
48433,438,31105,31203,253,1
48434,435,31105,31203,691,1
48435,301,31203,31222,45,1
48436,304,31203,31222,353,1
48437,301,31203,31222,170,0
48438,695,31103,31602,36,1
48439,581,31303,31302,492,1
48440,439,31111,31214,899,1
48441,1180,31104,31205,402,1
48442,303,31105,31102,947,1
48443,292,31105,31102,320,1
48444,318,31003,31011,663,1
48445,279,31608,31208,528,1
48446,1158,31611,31608,912,0
48447,1137,31611,31608,293,1
48448,285,31214,31200,789,1
48449,494,31201,31109,669,1
48450,926,31201,31225,579,1
48451,898,31201,31225,603,1
48452,582,31107,31101,564,1
48453,425,31602,31400,535,1
48454,440,31602,31400,401,1
